country,editors,year,month
VA,10,2019,01
VG,10,2019,01
XK,10,2019,01
ZW,10,2019,01
US,23990,2019,01
GB,7800,2019,01
IN,5030,2019,01
CA,3050,2019,01
AU,2220,2019,01
DE,1410,2019,01
PH,1080,2019,01
IT,800,2019,01
BR,780,2019,01
FR,780,2019,01
ID,680,2019,01
NL,660,2019,01
IE,640,2019,01
MY,620,2019,01
ES,560,2019,01
PL,450,2019,01
SG,440,2019,01
SE,430,2019,01
GR,410,2019,01
NZ,390,2019,01
HK,370,2019,01
IL,350,2019,01
JP,350,2019,01
BD,310,2019,01
ZA,310,2019,01
KR,290,2019,01
MX,290,2019,01
BE,270,2019,01
CH,270,2019,01
NO,250,2019,01
RO,240,2019,01
FI,230,2019,01
AR,220,2019,01
DK,220,2019,01
RS,200,2019,01
PT,190,2019,01
TW,190,2019,01
AT,180,2019,01
CZ,180,2019,01
HR,180,2019,01
NG,180,2019,01
UA,180,2019,01
CL,150,2019,01
HU,150,2019,01
BG,130,2019,01
CO,120,2019,01
NP,120,2019,01
PE,120,2019,01
LK,110,2019,01
--,90,2019,01
AL,90,2019,01
GH,80,2019,01
SK,80,2019,01
BA,70,2019,01
KW,70,2019,01
LT,70,2019,01
MA,70,2019,01
PR,70,2019,01
DO,60,2019,01
DZ,60,2019,01
EE,60,2019,01
KE,60,2019,01
LB,60,2019,01
MK,60,2019,01
SI,60,2019,01
EC,50,2019,01
GE,50,2019,01
LU,50,2019,01
LV,50,2019,01
MT,50,2019,01
CY,40,2019,01
IQ,40,2019,01
KH,40,2019,01
QA,40,2019,01
TN,40,2019,01
UY,40,2019,01
AM,30,2019,01
CR,30,2019,01
IS,30,2019,01
JM,30,2019,01
JO,30,2019,01
OM,30,2019,01
SV,30,2019,01
UG,30,2019,01
BN,20,2019,01
BW,20,2019,01
GG,20,2019,01
GT,20,2019,01
HN,20,2019,01
IM,20,2019,01
MD,20,2019,01
ME,20,2019,01
MN,20,2019,01
MU,20,2019,01
PA,20,2019,01
PY,20,2019,01
TT,20,2019,01
TZ,20,2019,01
ZM,20,2019,01
AD,10,2019,01
AF,10,2019,01
AG,10,2019,01
AI,10,2019,01
AQ,10,2019,01
AW,10,2019,01
AX,10,2019,01
BB,10,2019,01
BF,10,2019,01
BI,10,2019,01
BJ,10,2019,01
BM,10,2019,01
BO,10,2019,01
BQ,10,2019,01
BS,10,2019,01
BT,10,2019,01
BZ,10,2019,01
CC,10,2019,01
CI,10,2019,01
CM,10,2019,01
CW,10,2019,01
DM,10,2019,01
FJ,10,2019,01
FK,10,2019,01
FM,10,2019,01
FO,10,2019,01
GD,10,2019,01
GF,10,2019,01
GI,10,2019,01
GM,10,2019,01
GN,10,2019,01
GP,10,2019,01
GU,10,2019,01
GY,10,2019,01
HT,10,2019,01
JE,10,2019,01
KG,10,2019,01
KI,10,2019,01
KY,10,2019,01
LC,10,2019,01
LR,10,2019,01
LS,10,2019,01
MH,10,2019,01
MO,10,2019,01
MP,10,2019,01
MR,10,2019,01
MV,10,2019,01
MW,10,2019,01
MZ,10,2019,01
NA,10,2019,01
NE,10,2019,01
NI,10,2019,01
PG,10,2019,01
PS,10,2019,01
RE,10,2019,01
RW,10,2019,01
SB,10,2019,01
SL,10,2019,01
SM,10,2019,01
SN,10,2019,01
SS,10,2019,01
ST,10,2019,01
SX,10,2019,01
SZ,10,2019,01
TG,10,2019,01
TJ,10,2019,01
TV,10,2019,01
VA,10,2019,01
VG,10,2019,01
XK,10,2019,01
ZW,10,2019,01
US,23990,2019,01
GB,7800,2019,01
IN,5030,2019,01
CA,3050,2019,01
AU,2220,2019,01
DE,1410,2019,01
PH,1080,2019,01
IT,800,2019,01
BR,780,2019,01
FR,780,2019,01
ID,680,2019,01
NL,660,2019,01
IE,640,2019,01
MY,620,2019,01
ES,560,2019,01
PL,450,2019,01
SG,440,2019,01
SE,430,2019,01
GR,410,2019,01
NZ,390,2019,01
HK,370,2019,01
IL,350,2019,01
JP,350,2019,01
BD,310,2019,01
ZA,310,2019,01
KR,290,2019,01
MX,290,2019,01
BE,270,2019,01
CH,270,2019,01
NO,250,2019,01
RO,240,2019,01
FI,230,2019,01
AR,220,2019,01
DK,220,2019,01
RS,200,2019,01
PT,190,2019,01
TW,190,2019,01
AT,180,2019,01
CZ,180,2019,01
HR,180,2019,01
NG,180,2019,01
UA,180,2019,01
CL,150,2019,01
HU,150,2019,01
BG,130,2019,01
CO,120,2019,01
NP,120,2019,01
PE,120,2019,01
LK,110,2019,01
--,90,2019,01
AL,90,2019,01
GH,80,2019,01
SK,80,2019,01
BA,70,2019,01
KW,70,2019,01
LT,70,2019,01
MA,70,2019,01
PR,70,2019,01
DO,60,2019,01
DZ,60,2019,01
EE,60,2019,01
KE,60,2019,01
LB,60,2019,01
MK,60,2019,01
SI,60,2019,01
EC,50,2019,01
GE,50,2019,01
LU,50,2019,01
LV,50,2019,01
MT,50,2019,01
CY,40,2019,01
IQ,40,2019,01
KH,40,2019,01
QA,40,2019,01
TN,40,2019,01
UY,40,2019,01
AM,30,2019,01
CR,30,2019,01
IS,30,2019,01
JM,30,2019,01
JO,30,2019,01
OM,30,2019,01
SV,30,2019,01
UG,30,2019,01
BN,20,2019,01
BW,20,2019,01
GG,20,2019,01
GT,20,2019,01
HN,20,2019,01
IM,20,2019,01
MD,20,2019,01
ME,20,2019,01
MN,20,2019,01
MU,20,2019,01
PA,20,2019,01
PY,20,2019,01
TT,20,2019,01
TZ,20,2019,01
ZM,20,2019,01
AD,10,2019,01
AF,10,2019,01
AG,10,2019,01
AI,10,2019,01
AQ,10,2019,01
AW,10,2019,01
AX,10,2019,01
BB,10,2019,01
BF,10,2019,01
BI,10,2019,01
BJ,10,2019,01
BM,10,2019,01
BO,10,2019,01
BQ,10,2019,01
BS,10,2019,01
BT,10,2019,01
BZ,10,2019,01
CC,10,2019,01
CI,10,2019,01
CM,10,2019,01
CW,10,2019,01
DM,10,2019,01
FJ,10,2019,01
FK,10,2019,01
FM,10,2019,01
FO,10,2019,01
GD,10,2019,01
GF,10,2019,01
GI,10,2019,01
GM,10,2019,01
GN,10,2019,01
GP,10,2019,01
GU,10,2019,01
GY,10,2019,01
HT,10,2019,01
JE,10,2019,01
KG,10,2019,01
KI,10,2019,01
KY,10,2019,01
LC,10,2019,01
LR,10,2019,01
LS,10,2019,01
MH,10,2019,01
MO,10,2019,01
MP,10,2019,01
MR,10,2019,01
MV,10,2019,01
MW,10,2019,01
MZ,10,2019,01
NA,10,2019,01
NE,10,2019,01
NI,10,2019,01
PG,10,2019,01
PS,10,2019,01
RE,10,2019,01
RW,10,2019,01
SB,10,2019,01
SL,10,2019,01
SM,10,2019,01
SN,10,2019,01
SS,10,2019,01
ST,10,2019,01
SX,10,2019,01
SZ,10,2019,01
TG,10,2019,01
TJ,10,2019,01
TV,10,2019,01
VA,10,2019,01
VG,10,2019,01
XK,10,2019,01
ZW,10,2019,01
US,23990,2019,01
GB,7800,2019,01
IN,5030,2019,01
CA,3050,2019,01
AU,2220,2019,01
DE,1410,2019,01
PH,1080,2019,01
IT,800,2019,01
BR,780,2019,01
FR,780,2019,01
ID,680,2019,01
NL,660,2019,01
IE,640,2019,01
MY,620,2019,01
ES,560,2019,01
PL,450,2019,01
SG,440,2019,01
SE,430,2019,01
GR,410,2019,01
NZ,390,2019,01
HK,370,2019,01
IL,350,2019,01
JP,350,2019,01
BD,310,2019,01
ZA,310,2019,01
KR,290,2019,01
MX,290,2019,01
BE,270,2019,01
CH,270,2019,01
NO,250,2019,01
RO,240,2019,01
FI,230,2019,01
AR,220,2019,01
DK,220,2019,01
RS,200,2019,01
PT,190,2019,01
TW,190,2019,01
AT,180,2019,01
CZ,180,2019,01
HR,180,2019,01
NG,180,2019,01
UA,180,2019,01
CL,150,2019,01
HU,150,2019,01
BG,130,2019,01
CO,120,2019,01
NP,120,2019,01
PE,120,2019,01
LK,110,2019,01
--,90,2019,01
AL,90,2019,01
GH,80,2019,01
SK,80,2019,01
BA,70,2019,01
KW,70,2019,01
LT,70,2019,01
MA,70,2019,01
PR,70,2019,01
DO,60,2019,01
DZ,60,2019,01
EE,60,2019,01
KE,60,2019,01
LB,60,2019,01
MK,60,2019,01
SI,60,2019,01
EC,50,2019,01
GE,50,2019,01
LU,50,2019,01
LV,50,2019,01
MT,50,2019,01
CY,40,2019,01
IQ,40,2019,01
KH,40,2019,01
QA,40,2019,01
TN,40,2019,01
UY,40,2019,01
AM,30,2019,01
CR,30,2019,01
IS,30,2019,01
JM,30,2019,01
JO,30,2019,01
OM,30,2019,01
SV,30,2019,01
UG,30,2019,01
BN,20,2019,01
BW,20,2019,01
GG,20,2019,01
GT,20,2019,01
HN,20,2019,01
IM,20,2019,01
MD,20,2019,01
ME,20,2019,01
MN,20,2019,01
MU,20,2019,01
PA,20,2019,01
PY,20,2019,01
TT,20,2019,01
TZ,20,2019,01
ZM,20,2019,01
AD,10,2019,01
AF,10,2019,01
AG,10,2019,01
AI,10,2019,01
AQ,10,2019,01
AW,10,2019,01
AX,10,2019,01
BB,10,2019,01
BF,10,2019,01
BI,10,2019,01
BJ,10,2019,01
BM,10,2019,01
BO,10,2019,01
BQ,10,2019,01
BS,10,2019,01
BT,10,2019,01
BZ,10,2019,01
CC,10,2019,01
CI,10,2019,01
CM,10,2019,01
CW,10,2019,01
DM,10,2019,01
FJ,10,2019,01
FK,10,2019,01
FM,10,2019,01
FO,10,2019,01
GD,10,2019,01
GF,10,2019,01
GI,10,2019,01
GM,10,2019,01
GN,10,2019,01
GP,10,2019,01
GU,10,2019,01
GY,10,2019,01
HT,10,2019,01
JE,10,2019,01
KG,10,2019,01
KI,10,2019,01
KY,10,2019,01
LC,10,2019,01
LR,10,2019,01
LS,10,2019,01
MH,10,2019,01
MO,10,2019,01
MP,10,2019,01
MR,10,2019,01
MV,10,2019,01
MW,10,2019,01
MZ,10,2019,01
NA,10,2019,01
NE,10,2019,01
NI,10,2019,01
PG,10,2019,01
PS,10,2019,01
RE,10,2019,01
RW,10,2019,01
SB,10,2019,01
SL,10,2019,01
SM,10,2019,01
SN,10,2019,01
SS,10,2019,01
ST,10,2019,01
SX,10,2019,01
SZ,10,2019,01
TG,10,2019,01
TJ,10,2019,01
TV,10,2019,01
VA,10,2019,01
VG,10,2019,01
XK,10,2019,01
ZW,10,2019,01
US,23990,2019,01
GB,7800,2019,01
IN,5030,2019,01
CA,3050,2019,01
AU,2220,2019,01
DE,1410,2019,01
PH,1080,2019,01
IT,800,2019,01
BR,780,2019,01
FR,780,2019,01
ID,680,2019,01
NL,660,2019,01
IE,640,2019,01
MY,620,2019,01
ES,560,2019,01
PL,450,2019,01
SG,440,2019,01
SE,430,2019,01
GR,410,2019,01
NZ,390,2019,01
HK,370,2019,01
IL,350,2019,01
JP,350,2019,01
BD,310,2019,01
ZA,310,2019,01
KR,290,2019,01
MX,290,2019,01
BE,270,2019,01
CH,270,2019,01
NO,250,2019,01
RO,240,2019,01
FI,230,2019,01
AR,220,2019,01
DK,220,2019,01
RS,200,2019,01
PT,190,2019,01
TW,190,2019,01
AT,180,2019,01
CZ,180,2019,01
HR,180,2019,01
NG,180,2019,01
UA,180,2019,01
CL,150,2019,01
HU,150,2019,01
BG,130,2019,01
CO,120,2019,01
NP,120,2019,01
PE,120,2019,01
LK,110,2019,01
--,90,2019,01
AL,90,2019,01
GH,80,2019,01
SK,80,2019,01
BA,70,2019,01
KW,70,2019,01
LT,70,2019,01
MA,70,2019,01
PR,70,2019,01
DO,60,2019,01
DZ,60,2019,01
EE,60,2019,01
KE,60,2019,01
LB,60,2019,01
MK,60,2019,01
SI,60,2019,01
EC,50,2019,01
GE,50,2019,01
LU,50,2019,01
LV,50,2019,01
MT,50,2019,01
CY,40,2019,01
IQ,40,2019,01
KH,40,2019,01
QA,40,2019,01
TN,40,2019,01
UY,40,2019,01
AM,30,2019,01
CR,30,2019,01
IS,30,2019,01
JM,30,2019,01
JO,30,2019,01
OM,30,2019,01
SV,30,2019,01
UG,30,2019,01
BN,20,2019,01
BW,20,2019,01
GG,20,2019,01
GT,20,2019,01
HN,20,2019,01
IM,20,2019,01
MD,20,2019,01
ME,20,2019,01
MN,20,2019,01
MU,20,2019,01
PA,20,2019,01
PY,20,2019,01
TT,20,2019,01
TZ,20,2019,01
ZM,20,2019,01
AD,10,2019,01
AF,10,2019,01
AG,10,2019,01
AI,10,2019,01
AQ,10,2019,01
AW,10,2019,01
AX,10,2019,01
BB,10,2019,01
BF,10,2019,01
BI,10,2019,01
BJ,10,2019,01
BM,10,2019,01
BO,10,2019,01
BQ,10,2019,01
BS,10,2019,01
BT,10,2019,01
BZ,10,2019,01
CC,10,2019,01
CI,10,2019,01
CM,10,2019,01
CW,10,2019,01
DM,10,2019,01
FJ,10,2019,01
FK,10,2019,01
FM,10,2019,01
FO,10,2019,01
GD,10,2019,01
GF,10,2019,01
GI,10,2019,01
GM,10,2019,01
GN,10,2019,01
GP,10,2019,01
GU,10,2019,01
GY,10,2019,01
HT,10,2019,01
JE,10,2019,01
KG,10,2019,01
KI,10,2019,01
KY,10,2019,01
LC,10,2019,01
LR,10,2019,01
LS,10,2019,01
MH,10,2019,01
MO,10,2019,01
MP,10,2019,01
MR,10,2019,01
MV,10,2019,01
MW,10,2019,01
MZ,10,2019,01
NA,10,2019,01
NE,10,2019,01
NI,10,2019,01
PG,10,2019,01
PS,10,2019,01
RE,10,2019,01
RW,10,2019,01
SB,10,2019,01
SL,10,2019,01
SM,10,2019,01
SN,10,2019,01
SS,10,2019,01
ST,10,2019,01
SX,10,2019,01
SZ,10,2019,01
TG,10,2019,01
TJ,10,2019,01
TV,10,2019,01
VA,10,2019,01
VG,10,2019,01
XK,10,2019,01
ZW,10,2019,01
US,23990,2019,01
GB,7800,2019,01
IN,5030,2019,01
CA,3050,2019,01
AU,2220,2019,01
DE,1410,2019,01
PH,1080,2019,01
IT,800,2019,01
BR,780,2019,01
FR,780,2019,01
ID,680,2019,01
NL,660,2019,01
IE,640,2019,01
MY,620,2019,01
ES,560,2019,01
PL,450,2019,01
SG,440,2019,01
SE,430,2019,01
GR,410,2019,01
NZ,390,2019,01
HK,370,2019,01
IL,350,2019,01
JP,350,2019,01
BD,310,2019,01
ZA,310,2019,01
KR,290,2019,01
MX,290,2019,01
BE,270,2019,01
CH,270,2019,01
NO,250,2019,01
RO,240,2019,01
FI,230,2019,01
AR,220,2019,01
DK,220,2019,01
RS,200,2019,01
PT,190,2019,01
TW,190,2019,01
AT,180,2019,01
CZ,180,2019,01
HR,180,2019,01
NG,180,2019,01
UA,180,2019,01
CL,150,2019,01
HU,150,2019,01
BG,130,2019,01
CO,120,2019,01
NP,120,2019,01
PE,120,2019,01
LK,110,2019,01
--,90,2019,01
AL,90,2019,01
GH,80,2019,01
SK,80,2019,01
BA,70,2019,01
KW,70,2019,01
LT,70,2019,01
MA,70,2019,01
PR,70,2019,01
DO,60,2019,01
DZ,60,2019,01
EE,60,2019,01
KE,60,2019,01
LB,60,2019,01
MK,60,2019,01
SI,60,2019,01
EC,50,2019,01
GE,50,2019,01
LU,50,2019,01
LV,50,2019,01
MT,50,2019,01
CY,40,2019,01
IQ,40,2019,01
KH,40,2019,01
QA,40,2019,01
TN,40,2019,01
UY,40,2019,01
AM,30,2019,01
CR,30,2019,01
IS,30,2019,01
JM,30,2019,01
JO,30,2019,01
OM,30,2019,01
SV,30,2019,01
UG,30,2019,01
BN,20,2019,01
BW,20,2019,01
GG,20,2019,01
GT,20,2019,01
HN,20,2019,01
IM,20,2019,01
MD,20,2019,01
ME,20,2019,01
MN,20,2019,01
MU,20,2019,01
PA,20,2019,01
PY,20,2019,01
TT,20,2019,01
TZ,20,2019,01
ZM,20,2019,01
AD,10,2019,01
AF,10,2019,01
AG,10,2019,01
AI,10,2019,01
AQ,10,2019,01
AW,10,2019,01
AX,10,2019,01
BB,10,2019,01
BF,10,2019,01
BI,10,2019,01
BJ,10,2019,01
BM,10,2019,01
BO,10,2019,01
BQ,10,2019,01
BS,10,2019,01
BT,10,2019,01
BZ,10,2019,01
CC,10,2019,01
CI,10,2019,01
CM,10,2019,01
CW,10,2019,01
DM,10,2019,01
FJ,10,2019,01
FK,10,2019,01
FM,10,2019,01
FO,10,2019,01
GD,10,2019,01
GF,10,2019,01
GI,10,2019,01
GM,10,2019,01
GN,10,2019,01
GP,10,2019,01
GU,10,2019,01
GY,10,2019,01
HT,10,2019,01
JE,10,2019,01
KG,10,2019,01
KI,10,2019,01
KY,10,2019,01
LC,10,2019,01
LR,10,2019,01
LS,10,2019,01
MH,10,2019,01
MO,10,2019,01
MP,10,2019,01
MR,10,2019,01
MV,10,2019,01
MW,10,2019,01
MZ,10,2019,01
NA,10,2019,01
NE,10,2019,01
NI,10,2019,01
PG,10,2019,01
PS,10,2019,01
RE,10,2019,01
RW,10,2019,01
SB,10,2019,01
SL,10,2019,01
SM,10,2019,01
SN,10,2019,01
SS,10,2019,01
ST,10,2019,01
SX,10,2019,01
SZ,10,2019,01
TG,10,2019,01
TJ,10,2019,01
TV,10,2019,01
VA,10,2019,01
VG,10,2019,01
XK,10,2019,01
ZW,10,2019,01
US,23990,2019,01
GB,7800,2019,01
IN,5030,2019,01
CA,3050,2019,01
AU,2220,2019,01
DE,1410,2019,01
PH,1080,2019,01
IT,800,2019,01
BR,780,2019,01
FR,780,2019,01
ID,680,2019,01
NL,660,2019,01
IE,640,2019,01
MY,620,2019,01
ES,560,2019,01
PL,450,2019,01
SG,440,2019,01
SE,430,2019,01
GR,410,2019,01
NZ,390,2019,01
HK,370,2019,01
IL,350,2019,01
JP,350,2019,01
BD,310,2019,01
ZA,310,2019,01
KR,290,2019,01
MX,290,2019,01
BE,270,2019,01
CH,270,2019,01
NO,250,2019,01
RO,240,2019,01
FI,230,2019,01
AR,220,2019,01
DK,220,2019,01
RS,200,2019,01
PT,190,2019,01
TW,190,2019,01
AT,180,2019,01
CZ,180,2019,01
HR,180,2019,01
NG,180,2019,01
UA,180,2019,01
CL,150,2019,01
HU,150,2019,01
BG,130,2019,01
CO,120,2019,01
NP,120,2019,01
PE,120,2019,01
LK,110,2019,01
--,90,2019,01
AL,90,2019,01
GH,80,2019,01
SK,80,2019,01
BA,70,2019,01
KW,70,2019,01
LT,70,2019,01
MA,70,2019,01
PR,70,2019,01
DO,60,2019,01
DZ,60,2019,01
EE,60,2019,01
KE,60,2019,01
LB,60,2019,01
MK,60,2019,01
SI,60,2019,01
EC,50,2019,01
GE,50,2019,01
LU,50,2019,01
LV,50,2019,01
MT,50,2019,01
CY,40,2019,01
IQ,40,2019,01
KH,40,2019,01
QA,40,2019,01
TN,40,2019,01
UY,40,2019,01
AM,30,2019,01
CR,30,2019,01
IS,30,2019,01
JM,30,2019,01
JO,30,2019,01
OM,30,2019,01
SV,30,2019,01
UG,30,2019,01
BN,20,2019,01
BW,20,2019,01
GG,20,2019,01
GT,20,2019,01
HN,20,2019,01
IM,20,2019,01
MD,20,2019,01
ME,20,2019,01
MN,20,2019,01
MU,20,2019,01
PA,20,2019,01
PY,20,2019,01
TT,20,2019,01
TZ,20,2019,01
ZM,20,2019,01
AD,10,2019,01
AF,10,2019,01
AG,10,2019,01
AI,10,2019,01
AQ,10,2019,01
AW,10,2019,01
AX,10,2019,01
BB,10,2019,01
BF,10,2019,01
BI,10,2019,01
BJ,10,2019,01
BM,10,2019,01
BO,10,2019,01
BQ,10,2019,01
BS,10,2019,01
BT,10,2019,01
BZ,10,2019,01
CC,10,2019,01
CI,10,2019,01
CM,10,2019,01
CW,10,2019,01
DM,10,2019,01
FJ,10,2019,01
FK,10,2019,01
FM,10,2019,01
FO,10,2019,01
GD,10,2019,01
GF,10,2019,01
GI,10,2019,01
GM,10,2019,01
GN,10,2019,01
GP,10,2019,01
GU,10,2019,01
GY,10,2019,01
HT,10,2019,01
JE,10,2019,01
KG,10,2019,01
KI,10,2019,01
KY,10,2019,01
LC,10,2019,01
LR,10,2019,01
LS,10,2019,01
MH,10,2019,01
MO,10,2019,01
MP,10,2019,01
MR,10,2019,01
MV,10,2019,01
MW,10,2019,01
MZ,10,2019,01
NA,10,2019,01
NE,10,2019,01
NI,10,2019,01
PG,10,2019,01
PS,10,2019,01
RE,10,2019,01
RW,10,2019,01
SB,10,2019,01
SL,10,2019,01
SM,10,2019,01
SN,10,2019,01
SS,10,2019,01
ST,10,2019,01
SX,10,2019,01
SZ,10,2019,01
TG,10,2019,01
TJ,10,2019,01
TV,10,2019,01
VA,10,2019,01
VG,10,2019,01
XK,10,2019,01
ZW,10,2019,01
US,23990,2019,01
GB,7800,2019,01
IN,5030,2019,01
CA,3050,2019,01
AU,2220,2019,01
DE,1410,2019,01
PH,1080,2019,01
IT,800,2019,01
BR,780,2019,01
FR,780,2019,01
ID,680,2019,01
NL,660,2019,01
IE,640,2019,01
MY,620,2019,01
ES,560,2019,01
PL,450,2019,01
SG,440,2019,01
SE,430,2019,01
GR,410,2019,01
NZ,390,2019,01
HK,370,2019,01
IL,350,2019,01
JP,350,2019,01
BD,310,2019,01
ZA,310,2019,01
KR,290,2019,01
MX,290,2019,01
BE,270,2019,01
CH,270,2019,01
NO,250,2019,01
RO,240,2019,01
FI,230,2019,01
AR,220,2019,01
DK,220,2019,01
RS,200,2019,01
PT,190,2019,01
TW,190,2019,01
AT,180,2019,01
CZ,180,2019,01
HR,180,2019,01
NG,180,2019,01
UA,180,2019,01
CL,150,2019,01
HU,150,2019,01
BG,130,2019,01
CO,120,2019,01
NP,120,2019,01
PE,120,2019,01
LK,110,2019,01
--,90,2019,01
AL,90,2019,01
GH,80,2019,01
SK,80,2019,01
BA,70,2019,01
KW,70,2019,01
LT,70,2019,01
MA,70,2019,01
PR,70,2019,01
DO,60,2019,01
DZ,60,2019,01
EE,60,2019,01
KE,60,2019,01
LB,60,2019,01
MK,60,2019,01
SI,60,2019,01
EC,50,2019,01
GE,50,2019,01
LU,50,2019,01
LV,50,2019,01
MT,50,2019,01
CY,40,2019,01
IQ,40,2019,01
